Company Name,Website,Email Domain,Industry,Sub-Industry,Employee Count,Revenue,Region,HQ Location,Solution Interest,Lead Source,Contact Role/Title,Tech Stack Signals,Annual Board Meetings,Compliance Certifications,Intent Score,Last Marketing Touch,Lead Owner,Parent Company,Account Tier,SFDC Account ID,Status,Employee_Count_Clean,Revenue_Clean,Region_Clean,Last_Marketing_Touch_Clean,Website_Clean,Tech_Stack_Clean,SFDC_Account_ID_Clean,Lead_Owner_Clean,Intent_Score_Clean,Firmographic_Score,Solution_Fit_Score,Intent_Signals_Score,Tech_Compliance_Score,Total_ICP_Score,ICP_Archetype,Priority_Tier
Soylent Corp_733,soylentcorp_733.net,soylentcorp_733.co,Healthcare,K-12,five hundred,$5M,,"London, UK",Audit,Inbound,Board Secretary,; Google Workspace,unknown,"GDPR, ISO27001",,02/17/25,,Soylent Holdings,Enterprise,1927858.0,Lost,"500-1,000",$5M,Unknown,2025-02-17,soylentcorp_733.net,Google Workspace,1927858.0,Unassigned,,26,15,3,10,54,Enterprise_Risk_Management,Medium
Sterling Cooper_734,sterlingcooper_734.io,sterlingcooper_734.io,Non-Profit,Fin Serv,50-200,$5M,MDO,"San Francisco, USA",Audit,Partner,Board Secretary,Okta,3,"ISO27001, GDPR",,2025-08-11,,,Enterprise,1220966.0,Won,50-200,$5M,MEA,2025-08-11,sterlingcooper_734.io,Okta,1220966.0,Unassigned,,12,15,7,15,49,Board_Governance,Medium
Virtucon_735,virtucon_735.co,virtucon_735.net,Legal,Pharma,,$100M,EMEA,"Toronto, CA",Audit,Inbound,Board Secretary,Netsuite | Pardot,five,HIPAA,high,"January 27, 2025",John Smith,Virtucon_735 Holdings,B,1122817.0,Won,Unknown,$100M,EMEA,2025-01-27,virtucon_735.co,"Netsuite, Pardot",1122817.0,John Smith,,22,15,3,10,50,Board_Governance,Medium
Blue Sun Corp_736,bluesuncorp_736.io,bluesuncorp_736.io,Manufacturing,K-12,500 to 1000,,Unknown,"Mumbai, IN",Audit,Referral,Audit Manager,Pardot | Eloqua | Okta,1,"SOX, ISO27001, GDPR",,"March 17, 2025",Test User,,Tier 2,1810770.0,Open,500-1000,Unknown,Unknown,2025-03-17,bluesuncorp_736.io,"Pardot, Eloqua, Okta",1810770.0,Unassigned,,22,8,6,15,51,Other,Medium
Initech_737,initech_737.io,initech_737.co,Financial Services,NGO,five hundred,,DACH,"London, UK",Boards,Event,CFO,SAP,5,"GDPR, SOX, HIPAA",55,2025-07-09,—,,MM,1820901.0,Won,"500-1,000",Unknown,DACH,2025-07-09,initech_737.io,Sap,1820901.0,—,55.0,22,17,13,10,62,Board_Governance,High
Paper Street Co_738,paperstreetco_738.net,paperstreetco_738.net,Education,SaaS,200-500,$1B,EMEA,"San Francisco, USA",Boards,Web,CFO,ServiceNow; Google Workspace,4,,5,"July 13, 2025",Chen Wu,Private Equity HoldCo,Tier 2,1835091.0,Won,200-500,$1000M,EMEA,2025-07-13,paperstreetco_738.net,"Servicenow, Google Workspace",1835091.0,Chen Wu,5.0,28,17,9,8,62,Board_Governance,High
Nakatomi Trading_739,nakatomitrading_739.io,nakatomitrading_739.co,Energy,Higher Ed,approx 800,USD 250M,AMS,"New York, USA",Risk,Partner,CFO,; SFDC; Azure AD,unknown,,32,2025-01-29,—,Private Equity HoldCo,B,1251042.0,Won,"500-1,000",$250M,Americas,2025-01-29,nakatomitrading_739.io,"Sfdc, Azure Ad",1251042.0,—,32.0,37,22,6,3,68,Enterprise_Risk_Management,High
Stark Industries_740,starkindustries_740.com,starkindustries_740.net,Financial Services,K-12,five hundred,$100M,AMS,Unknown,Boards,Referral,Board Secretary,ServiceNow; HubSpot; Netsuite; ,8,"GDPR, ISO27001, HIPAA",92,2025-06-14,TBD,Global Holdings Ltd,A,1100416.0,Lost,"500-1,000",$100M,Americas,2025-06-14,starkindustries_740.com,"Servicenow, Hubspot, Netsuite",1100416.0,Unassigned,92.0,34,20,18,15,87,Board_Governance,Critical
Caprica Systems_741,capricasystems_741.io,capricasystems_741.net,Education,SaaS,1000+,$20M,DACH,NY,Audit,Referral,General Counsel,Oracle | HubSpot,0,,,2025-06-28,Alex Lee,,SMB,1514839.0,Open,1000+,$20M,DACH,2025-06-28,capricasystems_741.io,"Oracle, Hubspot",1514839.0,Alex Lee,,26,15,8,5,54,Mid_Market_Compliance,Medium
Luthor Enterprises_742,luthorenterprises_742.net,luthorenterprises_742.io,Manufacturing,Semiconductors,approx 800,$20M,AMS,"Sydney, AU",Boards,Purchased,Legal Counsel,"O365, Okta, SFDC, ",4,"SOX, ISO27001, HIPAA",73,03/31/25,—,Global Holdings Ltd,Enterprise,1573602.0,Lost,"500-1,000",$20M,Americas,2025-03-31,luthorenterprises_742.net,"O365, Okta, Sfdc",1573602.0,—,73.0,30,20,11,15,76,Mid_Market_Compliance,High
Kronos Group_743,kronosgroup_743.net,kronosgroup_743.com,Education,Fin Serv,"500-1,000",$100M,,NY,Audit,Partner,CIO,O365 | SAP | ServiceNow | Workday,five,GDPR,17,01/05/25,TBD,—,Tier 2,1888128.0,Lost,"500-1,000",$100M,Unknown,2025-01-05,kronosgroup_743.net,"O365, Sap, Servicenow, Workday",1888128.0,Unassigned,17.0,27,8,6,13,54,Enterprise_Risk_Management,Medium
Tyrell Corp_744,tyrellcorp_744.net,tyrellcorp_744.io,Energy,Law Firm,approx 800,€20M,DACH,Unknown,Boards,Referral,Chief Risk Officer,"SFDC, Oracle, Databricks, ",,"HIPAA, ISO27001, SOX",5,2025-04-28,Priya Patel,Tyrell Holdings,Tier 1,1636615.0,Open,"500-1,000",$20M,DACH,2025-04-28,tyrellcorp_744.net,"Sfdc, Oracle, Databricks",1636615.0,Priya Patel,5.0,30,20,9,10,69,Enterprise_Risk_Management,High
Cyberdyne Systems_745,cyberdynesystems_745.com,cyberdynesystems_745.io,Non-Profit,K-12,500 to 1000,$5M,DACH,"Austin, USA",Compliance,Web,Legal Counsel,SFDC,1,"GDPR, ISO27001, HIPAA",32,03/21/25,—,,A,1502095.0,Open,500-1000,$5M,DACH,2025-03-21,cyberdynesystems_745.com,Sfdc,1502095.0,—,32.0,19,22,7,10,58,Mid_Market_Compliance,Medium
Acme Corp_746,acmecorp_746.io,acmecorp_746.co,Legal,Higher Ed,,USD 250M,DACH,"Munich, DE",Boards,Inbound,Audit Manager,Azure AD,8,,high,"May 23, 2025",Priya Patel,,MM,1661761.0,Won,Unknown,$250M,DACH,2025-05-23,acmecorp_746.io,Azure Ad,1661761.0,Priya Patel,,25,13,3,3,44,Board_Governance,Medium
Initech_747,initech_747.net,initech_747.io,Healthcare,K-12,,unknown,AMS,"London, UK",Risk,Event,IT Director,Workday | SAP,4,,17,2025-05-28,,,SMB,1615542.0,Open,Unknown,Unknown,Americas,2025-05-28,initech_747.net,"Workday, Sap",1615542.0,Unassigned,17.0,10,22,8,8,48,Enterprise_Risk_Management,Medium
Caprica Systems_748,capricasystems_748.com,capricasystems_748.com,Energy,Fin Serv,,$20M,APAC,"Dublin, IE",Boards,Purchased,Director of Security,Pardot,,,17,08/22/25,TBD,—,Tier 3,1227856.0,Open,Unknown,$20M,APAC,2025-08-22,capricasystems_748.com,Pardot,1227856.0,Unassigned,17.0,18,17,10,5,50,Board_Governance,Medium
Wayne Enterprises_749,wayneenterprises_749.co,wayneenterprises_749.com,Legal,Higher Ed,200-500,unknown,MDO,"Dublin, IE",Boards,Referral,General Counsel,Teams | SFDC | Slack | Marketo,2,HIPAA,,04/26/25,,Global Holdings Ltd,,1241973.0,Lost,200-500,Unknown,MEA,2025-04-26,wayneenterprises_749.co,"Teams, Sfdc, Slack, Marketo",1241973.0,Unassigned,,20,20,6,10,56,Board_Governance,Medium
Initech_750,https://www.initech_750.io,initech_750.co,Legal,Pharma,,$1B,FR,"Mumbai, IN",Boards,Partner,Board Secretary,Google Workspace | Teams | O365 | Salesforce,2,GDPR,high,"March 15, 2025",,—,Tier 1,1310918.0,Open,Unknown,$1000M,France,2025-03-15,initech_750.io,"Google Workspace, Teams, O365, Salesforce",1310918.0,Unassigned,,25,20,3,13,61,Board_Governance,High
Umbrella Group_751,umbrellagroup_751.co,umbrellagroup_751.net,Legal,Fin Serv,five hundred,unknown,AMS,,Boards,Purchased,General Counsel,"Workday, Slack, Snowflake, Google Workspace",1,"ISO27001, PCI DSS, SOX",85,03/14/25,Chen Wu,—,A,1544215.0,Won,"500-1,000",Unknown,Americas,2025-03-14,umbrellagroup_751.co,"Workday, Slack, Snowflake, Google Workspace",1544215.0,Chen Wu,85.0,22,20,13,15,70,Board_Governance,High
Prestige Worldwide_752,http://prestigeworldwide_752.com,prestigeworldwide_752.net,Energy,K-12,50-200,$100M,APAC,"Munich, DE",Boards,Inbound,CIO,Netsuite; SAP; Workday,five,ISO27001,95%,2025-01-12,,Private Equity HoldCo,MM,1338467.0,Won,50-200,$100M,APAC,2025-01-12,prestigeworldwide_752.com,"Netsuite, Sap, Workday",1338467.0,Unassigned,,27,13,3,15,58,Board_Governance,Medium
Caprica Systems_753,capricasystems_753.net,capricasystems_753.io,Manufacturing,Pharma,500 to 1000,USD 250M,MDO,"Paris, FR",Risk,Web,Legal Counsel,Databricks,>5,GDPR,,"January 26, 2025",TBD,—,Tier 3,1447544.0,Open,500-1000,$250M,MEA,2025-01-26,capricasystems_753.net,Databricks,1447544.0,Unassigned,,37,25,4,8,74,Enterprise_Risk_Management,High
Gekko & Co_754,gekkoco_754.io,gekkoco_754.com,Energy,Insurance,five hundred,$1B,EMEA,"London, UK",Compliance,Web,Legal Counsel,Netsuite,8,,100,"January 31, 2025",,Global Holdings Ltd,Tier 2,1958436.0,Won,"500-1,000",$1000M,EMEA,2025-01-31,gekkoco_754.io,Netsuite,1958436.0,Unassigned,100.0,37,22,14,3,76,Mid_Market_Compliance,High
Duff Beer_755,duffbeer_755.net,duffbeer_755.com,Retail,Utilities,500 to 1000,,,"Dubai, AE",Audit,Inbound,IT Director,Okta,8,,17,2025-08-01,Priya Patel,,SMB,1981264.0,Open,500-1000,Unknown,Unknown,2025-08-01,duffbeer_755.net,Okta,1981264.0,Priya Patel,17.0,15,12,8,8,43,Other,Medium
Umbrella Group_756,umbrellagroup_756.com,umbrellagroup_756.co,Education,Semiconductors,"500-1,000","20,000,000 USD",AMS,"London, UK",Audit,Purchased,Legal Counsel,SFDC,3-4,,high,04/06/25,John Smith,Umbrella Holdings,A,1120677.0,Open,"500-1,000",$20M,Americas,2025-04-06,umbrellagroup_756.com,Sfdc,1120677.0,John Smith,,23,15,3,3,44,Mid_Market_Compliance,Medium
Kronos Group_757,kronosgroup_757.co,kronosgroup_757.com,Energy,Industrial,50-200,$100M,DACH,,Audit,Inbound,General Counsel,"SAP, Teams, Netsuite",8,,17,02/16/25,Alex Lee,—,Tier 3,,Open,50-200,$100M,DACH,2025-02-16,kronosgroup_757.co,"Sap, Teams, Netsuite",Missing,Alex Lee,17.0,27,15,6,3,51,Enterprise_Risk_Management,Medium
Hyperion Corp_758,hyperioncorp_758.io,hyperioncorp_758.com,Energy,Law Firm,500 to 1000,€20M,,Unknown,Compliance,Web,General Counsel,Netsuite | SAP | Okta,2,PCI DSS,,06/20/25,John Smith,—,MM,1877040.0,Open,500-1000,$20M,Unknown,2025-06-20,hyperioncorp_758.io,"Netsuite, Sap, Okta",1877040.0,John Smith,,30,22,6,15,73,Mid_Market_Compliance,High
Hyperion Corp_759,https://www.hyperioncorp_759.io,hyperioncorp_759.co,Retail,Biotech,1000+,€20M,UKI,NY,Audit,Partner,General Counsel,Workday; Netsuite; ServiceNow,0,ISO27001,medium,2025-02-02,TBD,—,,1552246.0,Open,1000+,$20M,UK & Ireland,2025-02-02,hyperioncorp_759.io,"Workday, Netsuite, Servicenow",1552246.0,Unassigned,,26,15,3,15,59,Mid_Market_Compliance,Medium
Oscorp_760,oscorp_760.com,oscorp_760.io,Healthcare,Semiconductors,five hundred,"20,000,000 USD",UKI,"Toronto, CA",Compliance,Purchased,Head of Compliance,Workday | Oracle,8,"PCI DSS, ISO27001",48,06/20/25,Chen Wu,Private Equity HoldCo,SMB,1844772.0,Open,"500-1,000",$20M,UK & Ireland,2025-06-20,oscorp_760.com,"Workday, Oracle",1844772.0,Chen Wu,48.0,30,15,11,15,71,Mid_Market_Compliance,High
Dunder Mifflin_761,dundermifflin_761.com,dundermifflin_761.com,Technology,NGO,500 to 1000,"20,000,000 USD",APAC,"Toronto, CA",Boards,Referral,CFO,Oracle,1,SOX,,2025-07-05,Test User,,A,1608638.0,Open,500-1000,$20M,APAC,2025-07-05,dundermifflin_761.com,Oracle,1608638.0,Unassigned,,27,17,8,10,62,Mid_Market_Compliance,High
Blue Sun Corp_762,bluesuncorp_762.net,bluesuncorp_762.io,Retail,Utilities,,$5M,Unknown,"Berlin, DE",Risk,Referral,Legal Counsel,Workday; Netsuite,3-4,"SOX, HIPAA, GDPR",92,"February 12, 2025",Jane Doe,Blue Holdings,Enterprise,1507238.0,Lost,Unknown,$5M,Unknown,2025-02-12,bluesuncorp_762.net,"Workday, Netsuite",1507238.0,Jane Doe,92.0,7,25,16,15,63,Other,High
Monarch Solutions_763,monarchsolutions_763.net,monarchsolutions_763.net,Non-Profit,SaaS,,,DACH,"New York, USA",Compliance,Event,Director of Security,Snowflake | HubSpot,2,"GDPR, SOX, HIPAA",92,"July 16, 2025",TBD,,Enterprise,1601642.0,Lost,Unknown,Unknown,DACH,2025-07-16,monarchsolutions_763.net,"Snowflake, Hubspot",1601642.0,Unassigned,92.0,3,19,17,12,51,Board_Governance,Medium
Atlantic Holdings_764,atlanticholdings_764.co,atlanticholdings_764.net,Technology,Insurance,approx 800,5000000,MDO,"San Francisco, USA",Audit,Inbound,VP Finance,Teams |  | SFDC | Netsuite,unknown,,,2025-02-16,Alex Lee,Private Equity HoldCo,C,1737542.0,Won,"500-1,000",$5M,MEA,2025-02-16,atlanticholdings_764.co,"Teams, Sfdc, Netsuite",1737542.0,Alex Lee,,23,8,3,3,37,Mid_Market_Compliance,Low
Genco Pura_765,gencopura_765.net,gencopura_765.com,Education,Pharma,500 to 1000,$100M,MDO,"Dubai, AE",Audit,Inbound,Audit Manager,ServiceNow,6,"ISO27001, PCI DSS",55,2025-05-21,Jane Doe,Global Holdings Ltd,A,,Lost,500-1000,$100M,MEA,2025-05-21,gencopura_765.net,Servicenow,Missing,Jane Doe,55.0,27,8,9,15,59,Other,Medium
Oscorp_766,oscorp_766.co,oscorp_766.com,Technology,Financials,,unknown,Unknown,"Mumbai, IN",Boards,Referral,Board Secretary,Workday,,,55,07/24/25,Alex Lee,Global Holdings Ltd,C,1587532.0,Open,Unknown,Unknown,Unknown,2025-07-24,oscorp_766.co,Workday,1587532.0,Alex Lee,55.0,7,20,14,8,49,Board_Governance,Medium
Initech_767,initech_767.com,initech_767.net,Legal,Semiconductors,200-500,$1B,,"Sydney, AU",Risk,Inbound,Audit Manager,"Google Workspace, , Slack, O365",5,,,"January 01, 2025",Jane Doe,,Tier 3,1667095.0,Open,200-500,$1000M,Unknown,2025-01-01,initech_767.com,"Google Workspace, Slack, O365",1667095.0,Jane Doe,,35,18,3,3,59,Board_Governance,Medium
Tyrell Corp_768,tyrellcorp_768.io,tyrellcorp_768.co,Retail,Semiconductors,,,UKI,NY,Compliance,Event,Legal Counsel,"Teams, SFDC",>5,HIPAA,low,"July 17, 2025",,,Tier 2,1878941.0,Won,Unknown,Unknown,UK & Ireland,2025-07-17,tyrellcorp_768.io,"Teams, Sfdc",1878941.0,Unassigned,,3,22,7,8,40,Mid_Market_Compliance,Low
Oceanic Airlines_769,oceanicairlines_769.com,oceanicairlines_769.io,Non-Profit,Financials,"500-1,000",$20M,MDO,"Mumbai, IN",Audit,Web,Board Secretary,"Pardot, SFDC, Azure AD",4,SOX,48,03/23/25,—,—,A,1850381.0,Lost,"500-1,000",$20M,MEA,2025-03-23,oceanicairlines_769.com,"Pardot, Sfdc, Azure Ad",1850381.0,—,48.0,23,15,10,12,60,Board_Governance,Medium
Oceanic Airlines_770,oceanicairlines_770.net,oceanicairlines_770.io,Education,Industrial,200-500,$20M,APAC,"Paris, FR",Compliance,Purchased,VP Finance,Workday; SAP; Marketo,6,,32,08/27/25,TBD,Oceanic Holdings,SMB,1266354.0,Won,200-500,$20M,APAC,2025-08-27,oceanicairlines_770.net,"Workday, Sap, Marketo",1266354.0,Unassigned,32.0,21,15,10,8,54,Mid_Market_Compliance,Medium
Pied Piper_771,piedpiper_771.com,piedpiper_771.net,Education,Utilities,200-500,,AMS,NY,Boards,Event,Board Secretary,Azure AD | Teams,4,ISO27001,32,2025-06-03,,,,1875633.0,Lost,200-500,Unknown,Americas,2025-06-03,piedpiper_771.com,"Azure Ad, Teams",1875633.0,Unassigned,32.0,13,20,8,10,51,Board_Governance,Medium
Gringotts Bank_772,gringottsbank_772.co,gringottsbank_772.com,Non-Profit,Higher Ed,approx 800,"20,000,000 USD",MDO,"Mumbai, IN",Boards,Event,IT Director,ServiceNow | Eloqua | HubSpot,,,,05/10/25,Priya Patel,Private Equity HoldCo,Enterprise,1891153.0,Open,"500-1,000",$20M,MEA,2025-05-10,gringottsbank_772.co,"Servicenow, Eloqua, Hubspot",1891153.0,Priya Patel,,23,17,5,8,53,Board_Governance,Medium
Cyberdyne Systems_773,cyberdynesystems_773.net,cyberdynesystems_773.co,Retail,Insurance,five hundred,$20M,UKI,"Paris, FR",Risk,Inbound,CIO,Oracle,0,SOX,85,01/07/25,,,B,1862398.0,Won,"500-1,000",$20M,UK & Ireland,2025-01-07,cyberdynesystems_773.net,Oracle,1862398.0,Unassigned,85.0,23,18,13,10,64,Enterprise_Risk_Management,High
Vehement Capital_774,vehementcapital_774.net,vehementcapital_774.co,Government,Fin Serv,approx 800,€20M,UKI,"Austin, USA",Risk,Event,Head of Compliance,Workday; Azure AD; Databricks,unknown,"GDPR, None",high,2025-07-24,,—,,1646231.0,Won,"500-1,000",$20M,UK & Ireland,2025-07-24,vehementcapital_774.net,"Workday, Azure Ad, Databricks",1646231.0,Unassigned,,27,18,7,13,65,Enterprise_Risk_Management,High
Kronos Group_775,kronosgroup_775.io,kronosgroup_775.net,Government,Semiconductors,five hundred,$1B,APAC,"Austin, USA",Audit,Partner,Head of Compliance,Azure AD; Teams,0,,61,01/02/25,,—,MM,1692006.0,Lost,"500-1,000",$1000M,APAC,2025-01-02,kronosgroup_775.io,"Azure Ad, Teams",1692006.0,Unassigned,61.0,34,8,11,3,56,Board_Governance,Medium
Globex Inc_776,globexinc_776.co,globexinc_776.com,Government,Fin Serv,50-200,$1B,AMS,NY,Compliance,Event,IT Director,Pardot,3-4,"SOX, ISO27001",48,2025-05-05,,,Tier 1,1100094.0,Open,50-200,$1000M,Americas,2025-05-05,globexinc_776.co,Pardot,1100094.0,Unassigned,48.0,27,19,11,12,69,Board_Governance,High
Sirius Ventures_777,siriusventures_777.net,siriusventures_777.net,Energy,Industrial,200-500,USD 250M,MDO,"Toronto, CA",Audit,Referral,IT Director,Oracle | Databricks | HubSpot,unknown,"ISO27001, HIPAA",high,"July 09, 2025",Priya Patel,Sirius Holdings,C,1961277.0,Won,200-500,$250M,MEA,2025-07-09,siriusventures_777.net,"Oracle, Databricks, Hubspot",1961277.0,Priya Patel,,35,12,8,12,67,Enterprise_Risk_Management,High
Wayne Enterprises_778,wayneenterprises_778.com,wayneenterprises_778.net,Energy,Financials,approx 800,$20M,EMEA,"Sydney, AU",Audit,Web,CFO,,3,"PCI DSS, ISO27001, GDPR",61,"February 12, 2025",John Smith,—,A,1100069.0,Lost,"500-1,000",$20M,EMEA,2025-02-12,wayneenterprises_778.com,,1100069.0,John Smith,61.0,30,12,12,7,61,Enterprise_Risk_Management,High
Kronos Group_779,kronosgroup_779.io,kronosgroup_779.com,Manufacturing,Utilities,500 to 1000,$20M,,"Dubai, AE",Audit,Inbound,Head of Compliance,Google Workspace; Netsuite; Teams,five,,95%,2025-08-21,,Kronos Holdings,Tier 2,1261338.0,Open,500-1000,$20M,Unknown,2025-08-21,kronosgroup_779.io,"Google Workspace, Netsuite, Teams",1261338.0,Unassigned,,30,8,7,3,48,Other,Medium
Oceanic Airlines_780,oceanicairlines_780.net,oceanicairlines_780.co,Energy,SaaS,"500-1,000",$5M,MDO,"New York, USA",Risk,Purchased,Legal Counsel,"Eloqua, , Teams",3-4,,73,2025-02-25,,—,C,1253302.0,Open,"500-1,000",$5M,MEA,2025-02-25,oceanicairlines_780.net,"Eloqua, Teams",1253302.0,Unassigned,73.0,26,25,11,3,65,Enterprise_Risk_Management,High
Axiom Space_781,axiomspace_781.co,axiomspace_781.io,Financial Services,Fin Serv,,USD 250M,UKI,"Mumbai, IN",Boards,Inbound,Board Secretary,,1,HIPAA,5,2025-08-24,—,Axiom Holdings,Enterprise,1110583.0,Won,Unknown,$250M,UK & Ireland,2025-08-24,axiomspace_781.co,,1110583.0,—,5.0,25,20,10,5,60,Board_Governance,Medium
Hooli_782,hooli_782.io,hooli_782.com,Retail,Financials,500 to 1000,,Unknown,"New York, USA",Compliance,Inbound,General Counsel,"Pardot, Teams, Netsuite",8,"ISO27001, PCI DSS",5,03/10/25,John Smith,—,MM,1962198.0,Lost,500-1000,Unknown,Unknown,2025-03-10,hooli_782.io,"Pardot, Teams, Netsuite",1962198.0,John Smith,5.0,15,22,6,12,55,Mid_Market_Compliance,Medium
Prestige Worldwide_783,prestigeworldwide_783.com,prestigeworldwide_783.net,Energy,Higher Ed,approx 800,USD 250M,Unknown,NY,Audit,Partner,VP Finance,"Teams, ServiceNow",4,,100,2025-02-14,TBD,Global Holdings Ltd,A,,Lost,"500-1,000",$250M,Unknown,2025-02-14,prestigeworldwide_783.com,"Teams, Servicenow",Missing,Unassigned,100.0,37,8,13,8,66,Enterprise_Risk_Management,High
Gekko & Co_784,gekkoco_784.co,gekkoco_784.net,Retail,Biotech,"500-1,000","20,000,000 USD",FR,"New York, USA",Boards,Purchased,Board Secretary,SAP; ; Teams,five,"SOX, HIPAA",high,"August 14, 2025",Alex Lee,—,SMB,1530075.0,Open,"500-1,000",$20M,France,2025-08-14,gekkoco_784.co,"Sap, Teams",1530075.0,Alex Lee,,23,20,7,10,60,Board_Governance,Medium
Vehement Capital_785,vehementcapital_785.io,vehementcapital_785.co,Legal,Fin Serv,"500-1,000",€20M,APAC,"San Francisco, USA",Boards,Event,Board Secretary,Eloqua | SAP | Pardot | HubSpot,five,HIPAA,high,05/29/25,Jane Doe,Private Equity HoldCo,Tier 1,1252866.0,Won,"500-1,000",$20M,APAC,2025-05-29,vehementcapital_785.io,"Eloqua, Sap, Pardot, Hubspot",1252866.0,Jane Doe,,30,20,5,10,65,Board_Governance,High
Omni Consumer Products_786,omniconsumerproducts_786.co,omniconsumerproducts_786.net,Retail,Banking,"500-1,000",$1B,,"Paris, FR",Risk,Event,General Counsel,Azure AD | Slack | Eloqua | Databricks,0,PCI DSS,5,2025-03-27,Jane Doe,Omni Holdings,Enterprise,1308633.0,Open,"500-1,000",$1000M,Unknown,2025-03-27,omniconsumerproducts_786.co,"Azure Ad, Slack, Eloqua, Databricks",1308633.0,Jane Doe,5.0,30,25,8,10,73,Enterprise_Risk_Management,High
Future Gadget Lab_787,futuregadgetlab_787.com,futuregadgetlab_787.io,Retail,Financials,,$5M,FR,"New York, USA",Audit,Partner,VP Finance,SAP,8,"None, ISO27001",61,2025-04-18,Chen Wu,—,C,1299769.0,Won,Unknown,$5M,France,2025-04-18,futuregadgetlab_787.com,Sap,1299769.0,Chen Wu,61.0,7,8,11,10,36,Other,Low
Nakatomi Trading_788,nakatomitrading_788.net,nakatomitrading_788.net,Non-Profit,Law Firm,50-200,$5M,DACH,"New York, USA",Audit,Partner,Director of Security,Teams; SAP; ServiceNow; Databricks,2,"PCI DSS, ISO27001",,2025-06-23,Test User,Private Equity HoldCo,A,1594787.0,Lost,50-200,$5M,DACH,2025-06-23,nakatomitrading_788.net,"Teams, Sap, Servicenow, Databricks",1594787.0,Unassigned,,12,12,5,15,44,Board_Governance,Medium
LexCorp_789,https://www.lexcorp_789.io,lexcorp_789.net,Government,Law Firm,"500-1,000",5000000,DACH,"Dubai, AE",Risk,Web,IT Director,,3,"PCI DSS, GDPR, SOX",61,"April 26, 2025",Chen Wu,—,Enterprise,1781492.0,Lost,"500-1,000",$5M,DACH,2025-04-26,lexcorp_789.io,,1781492.0,Chen Wu,61.0,23,22,12,7,64,Enterprise_Risk_Management,High
Gotham Transport_790,gothamtransport_790.net,gothamtransport_790.com,Healthcare,Financials,50-200,"20,000,000 USD",DACH,"San Francisco, USA",Compliance,Inbound,CIO,SAP,5,SOX,100,07/01/25,Jane Doe,—,SMB,1487914.0,Open,50-200,$20M,DACH,2025-07-01,gothamtransport_790.net,Sap,1487914.0,Jane Doe,100.0,23,15,15,10,63,Mid_Market_Compliance,High
Future Gadget Lab_791,futuregadgetlab_791.com,futuregadgetlab_791.com,Retail,K-12,50-200,,Unknown,Unknown,Risk,Event,Head of Compliance,", Oracle, Eloqua, Teams",4,,85,2025-03-06,Chen Wu,Future Holdings,SMB,1776332.0,Won,50-200,Unknown,Unknown,2025-03-06,futuregadgetlab_791.com,"Oracle, Eloqua, Teams",1776332.0,Chen Wu,85.0,8,18,15,3,44,Other,Medium
Axiom Space_792,axiomspace_792.net,axiomspace_792.net,Non-Profit,Semiconductors,,$20M,UKI,"Berlin, DE",Compliance,Purchased,Legal Counsel,Marketo,3-4,"GDPR, ISO27001, SOX",17,"March 02, 2025",TBD,,,1978247.0,Open,Unknown,$20M,UK & Ireland,2025-03-02,axiomspace_792.net,Marketo,1978247.0,Unassigned,17.0,11,22,6,12,51,Mid_Market_Compliance,Medium
Shinra Electric_793,shinraelectric_793.net,shinraelectric_793.io,Technology,Biotech,"500-1,000","20,000,000 USD",UKI,"Sydney, AU",Boards,Web,Board Secretary,,1,,low,"April 10, 2025",Test User,Shinra Holdings,C,1327992.0,Lost,"500-1,000",$20M,UK & Ireland,2025-04-10,shinraelectric_793.net,,1327992.0,Unassigned,,27,20,4,0,51,Board_Governance,Medium
Duff Beer_794,duffbeer_794.com,duffbeer_794.co,Healthcare,Pharma,,5000000,MDO,"Munich, DE",Compliance,Web,Director of Security,"Databricks, Pardot",4,HIPAA,48,05/04/25,Test User,Duff Holdings,Tier 1,1231990.0,Won,Unknown,$5M,MEA,2025-05-04,duffbeer_794.com,"Databricks, Pardot",1231990.0,Unassigned,48.0,14,19,10,10,53,Mid_Market_Compliance,Medium
Wonka Tech_795,https://www.wonkatech_795.com,wonkatech_795.co,Energy,Financials,500 to 1000,5000000,Unknown,"Dubai, AE",Boards,Web,Head of Compliance,Snowflake,unknown,GDPR,61,2025-03-21,,Private Equity HoldCo,Tier 3,1511269.0,Lost,500-1000,$5M,Unknown,2025-03-21,wonkatech_795.com,Snowflake,1511269.0,Unassigned,61.0,26,13,12,8,59,Other,Medium
Aperture Labs_796,aperturelabs_796.net,aperturelabs_796.co,Manufacturing,Law Firm,50-200,$5M,FR,"Toronto, CA",Boards,Web,Legal Counsel,,6,SOX,95%,"June 13, 2025",Priya Patel,,Enterprise,1319069.0,Open,50-200,$5M,France,2025-06-13,aperturelabs_796.net,,1319069.0,Priya Patel,,19,20,6,7,52,Other,Medium
Umbrella Group_797,umbrellagroup_797.io,umbrellagroup_797.co,Manufacturing,Pharma,,"20,000,000 USD",UKI,"London, UK",Boards,Referral,Head of Compliance,Databricks | Pardot,3,,92,2025-05-31,,Umbrella Holdings,Enterprise,1323904.0,Won,Unknown,$20M,UK & Ireland,2025-05-31,umbrellagroup_797.io,"Databricks, Pardot",1323904.0,Unassigned,92.0,18,13,16,5,52,Other,Medium
